Country,Region,Year,Inflation Rate (%),Date
Gabon,Africa,2023,4.4,2023-01-01
Gabon,Africa,2024,4.0,2024-01-01
Gambia,Africa,2015,5.6,2015-01-01
Gambia,Africa,2016,5.7,2016-01-01
Gambia,Africa,2017,6.9,2017-01-01
Gambia,Africa,2018,5.9,2018-01-01
Gambia,Africa,2019,5.5,2019-01-01
Gambia,Africa,2020,5.0,2020-01-01
Gambia,Africa,2021,7.8,2021-01-01
Gambia,Africa,2022,9.8,2022-01-01
Gambia,Africa,2023,8.6,2023-01-01
Gambia,Africa,2024,6.9,2024-01-01
Georgia,Asia,2015,3.1,2015-01-01
Georgia,Asia,2016,2.5,2016-01-01
Georgia,Asia,2017,3.5,2017-01-01
Georgia,Asia,2018,3.3,2018-01-01
Georgia,Asia,2019,2.8,2019-01-01
Georgia,Asia,2020,2.3,2020-01-01
Georgia,Asia,2021,5.2,2021-01-01
Georgia,Asia,2022,6.6,2022-01-01
Georgia,Asia,2023,5.1,2023-01-01
Georgia,Asia,2024,4.6,2024-01-01
Germany,Europe,2015,0.9,2015-01-01
Germany,Europe,2016,1.0,2016-01-01
Germany,Europe,2017,1.0,2017-01-01
Germany,Europe,2018,1.7,2018-01-01
Germany,Europe,2019,1.0,2019-01-01
Germany,Europe,2020,0.3,2020-01-01
Germany,Europe,2021,2.9,2021-01-01
Germany,Europe,2022,3.9,2022-01-01
Germany,Europe,2023,2.9,2023-01-01
Germany,Europe,2024,2.7,2024-01-01
Ghana,Africa,2015,9.7,2015-01-01
Ghana,Africa,2016,9.6,2016-01-01
Ghana,Africa,2017,10.4,2017-01-01
Ghana,Africa,2018,10.1,2018-01-01
Ghana,Africa,2019,10.3,2019-01-01
Ghana,Africa,2020,8.9,2020-01-01
Ghana,Africa,2021,11.8,2021-01-01
Ghana,Africa,2022,14.3,2022-01-01
Ghana,Africa,2023,11.9,2023-01-01
Ghana,Africa,2024,10.1,2024-01-01
Greece,Europe,2015,1.4,2015-01-01
Greece,Europe,2016,1.3,2016-01-01
Greece,Europe,2017,1.0,2017-01-01
Greece,Europe,2018,0.9,2018-01-01
Greece,Europe,2019,0.9,2019-01-01
Greece,Europe,2020,0.3,2020-01-01
Greece,Europe,2021,2.5,2021-01-01
Greece,Europe,2022,3.3,2022-01-01
Greece,Europe,2023,3.0,2023-01-01
Greece,Europe,2024,2.3,2024-01-01
Grenada,North America,2015,1.1,2015-01-01
Grenada,North America,2016,1.4,2016-01-01
Grenada,North America,2017,2.2,2017-01-01
Grenada,North America,2018,1.9,2018-01-01
Grenada,North America,2019,1.4,2019-01-01
Grenada,North America,2020,0.9,2020-01-01
Grenada,North America,2021,3.2,2021-01-01
Grenada,North America,2022,3.7,2022-01-01
Grenada,North America,2023,3.4,2023-01-01
Grenada,North America,2024,2.5,2024-01-01
Guatemala,North America,2015,4.0,2015-01-01
Guatemala,North America,2016,3.1,2016-01-01
Guatemala,North America,2017,4.1,2017-01-01
Guatemala,North America,2018,3.7,2018-01-01
Guatemala,North America,2019,3.6,2019-01-01
Guatemala,North America,2020,2.8,2020-01-01
Guatemala,North America,2021,5.3,2021-01-01
Guatemala,North America,2022,7.0,2022-01-01
Guatemala,North America,2023,6.3,2023-01-01
Guatemala,North America,2024,4.9,2024-01-01
Guinea,Africa,2015,9.0,2015-01-01
Guinea,Africa,2016,9.6,2016-01-01
Guinea,Africa,2017,9.7,2017-01-01
Guinea,Africa,2018,10.3,2018-01-01
Guinea,Africa,2019,10.0,2019-01-01
Guinea,Africa,2020,8.2,2020-01-01
Guinea,Africa,2021,11.0,2021-01-01
Guinea,Africa,2022,13.8,2022-01-01
Guinea,Africa,2023,12.2,2023-01-01
Guinea,Africa,2024,10.0,2024-01-01
Guinea-Bissau,Africa,2015,2.2,2015-01-01
Guinea-Bissau,Africa,2016,1.8,2016-01-01
Guinea-Bissau,Africa,2017,2.0,2017-01-01
Guinea-Bissau,Africa,2018,2.0,2018-01-01
Guinea-Bissau,Africa,2019,2.2,2019-01-01
Guinea-Bissau,Africa,2020,1.5,2020-01-01
Guinea-Bissau,Africa,2021,4.1,2021-01-01
Guinea-Bissau,Africa,2022,4.7,2022-01-01
Guinea-Bissau,Africa,2023,4.0,2023-01-01
Guinea-Bissau,Africa,2024,3.1,2024-01-01
Guyana,South America,2015,2.7,2015-01-01
Guyana,South America,2016,2.4,2016-01-01
Guyana,South America,2017,3.0,2017-01-01
Guyana,South America,2018,2.7,2018-01-01
Guyana,South America,2019,2.4,2019-01-01
Guyana,South America,2020,1.8,2020-01-01
Guyana,South America,2021,4.2,2021-01-01
Guyana,South America,2022,5.5,2022-01-01
Guyana,South America,2023,4.3,2023-01-01
Guyana,South America,2024,3.5,2024-01-01
Haiti,North America,2015,15.3,2015-01-01
Haiti,North America,2016,14.4,2016-01-01
Haiti,North America,2017,16.1,2017-01-01
Haiti,North America,2018,13.5,2018-01-01
Haiti,North America,2019,14.3,2019-01-01
Haiti,North America,2020,13.5,2020-01-01
Haiti,North America,2021,14.9,2021-01-01
Haiti,North America,2022,17.6,2022-01-01
Haiti,North America,2023,16.7,2023-01-01
Haiti,North America,2024,16.3,2024-01-01
Honduras,North America,2015,4.3,2015-01-01
Honduras,North America,2016,3.5,2016-01-01
Honduras,North America,2017,3.9,2017-01-01
Honduras,North America,2018,4.5,2018-01-01
Honduras,North America,2019,4.3,2019-01-01
Honduras,North America,2020,3.0,2020-01-01
Honduras,North America,2021,5.8,2021-01-01
Honduras,North America,2022,7.6,2022-01-01
Honduras,North America,2023,6.4,2023-01-01
Honduras,North America,2024,5.7,2024-01-01
Hungary,Europe,2015,3.0,2015-01-01
Hungary,Europe,2016,2.8,2016-01-01
Hungary,Europe,2017,2.9,2017-01-01
Hungary,Europe,2018,3.5,2018-01-01
Hungary,Europe,2019,2.9,2019-01-01
Hungary,Europe,2020,1.9,2020-01-01
Hungary,Europe,2021,4.6,2021-01-01
Hungary,Europe,2022,6.7,2022-01-01
Hungary,Europe,2023,5.4,2023-01-01
Hungary,Europe,2024,4.2,2024-01-01
Iceland,Europe,2015,2.0,2015-01-01
Iceland,Europe,2016,2.0,2016-01-01
Iceland,Europe,2017,1.6,2017-01-01
Iceland,Europe,2018,2.0,2018-01-01
Iceland,Europe,2019,1.8,2019-01-01
Iceland,Europe,2020,1.8,2020-01-01
Iceland,Europe,2021,3.6,2021-01-01
Iceland,Europe,2022,4.8,2022-01-01
Iceland,Europe,2023,3.6,2023-01-01
Iceland,Europe,2024,2.8,2024-01-01
India,Asia,2015,4.6,2015-01-01
India,Asia,2016,4.1,2016-01-01
India,Asia,2017,4.8,2017-01-01
India,Asia,2018,4.9,2018-01-01
India,Asia,2019,4.6,2019-01-01
India,Asia,2020,3.7,2020-01-01
India,Asia,2021,6.7,2021-01-01
India,Asia,2022,8.2,2022-01-01
India,Asia,2023,6.6,2023-01-01
India,Asia,2024,5.4,2024-01-01
Indonesia,Asia,2015,3.8,2015-01-01
Indonesia,Asia,2016,3.4,2016-01-01
Indonesia,Asia,2017,3.4,2017-01-01
Indonesia,Asia,2018,3.5,2018-01-01
Indonesia,Asia,2019,3.5,2019-01-01
Indonesia,Asia,2020,2.9,2020-01-01
Indonesia,Asia,2021,5.9,2021-01-01
Indonesia,Asia,2022,7.1,2022-01-01
Indonesia,Asia,2023,5.9,2023-01-01
Indonesia,Asia,2024,4.8,2024-01-01
Iran,Asia,2015,18.0,2015-01-01
Iran,Asia,2016,17.3,2016-01-01
Iran,Asia,2017,17.1,2017-01-01
Iran,Asia,2018,20.7,2018-01-01
Iran,Asia,2019,19.9,2019-01-01
Iran,Asia,2020,18.4,2020-01-01
Iran,Asia,2021,19.0,2021-01-01
Iran,Asia,2022,22.4,2022-01-01
Iran,Asia,2023,21.2,2023-01-01
Iran,Asia,2024,20.0,2024-01-01
Iraq,Asia,2015,2.3,2015-01-01
Iraq,Asia,2016,1.9,2016-01-01
Iraq,Asia,2017,2.3,2017-01-01
Iraq,Asia,2018,2.5,2018-01-01
Iraq,Asia,2019,2.1,2019-01-01
Iraq,Asia,2020,1.0,2020-01-01
Iraq,Asia,2021,3.5,2021-01-01
Iraq,Asia,2022,4.5,2022-01-01
Iraq,Asia,2023,3.6,2023-01-01
Iraq,Asia,2024,3.5,2024-01-01
Ireland,Europe,2015,1.4,2015-01-01
Ireland,Europe,2016,1.0,2016-01-01
Ireland,Europe,2017,1.2,2017-01-01
Ireland,Europe,2018,1.7,2018-01-01
Ireland,Europe,2019,1.0,2019-01-01
Ireland,Europe,2020,0.5,2020-01-01
Ireland,Europe,2021,2.2,2021-01-01
Ireland,Europe,2022,3.7,2022-01-01
Ireland,Europe,2023,2.9,2023-01-01
Ireland,Europe,2024,1.8,2024-01-01
Israel,Asia,2015,1.0,2015-01-01
Israel,Asia,2016,0.7,2016-01-01
Israel,Asia,2017,1.6,2017-01-01
Israel,Asia,2018,1.6,2018-01-01
Israel,Asia,2019,1.0,2019-01-01
Israel,Asia,2020,0.5,2020-01-01
Israel,Asia,2021,2.5,2021-01-01
Israel,Asia,2022,3.6,2022-01-01
Israel,Asia,2023,2.6,2023-01-01
Israel,Asia,2024,2.1,2024-01-01
Italy,Europe,2015,1.0,2015-01-01
Italy,Europe,2016,0.6,2016-01-01
Italy,Europe,2017,1.5,2017-01-01
Italy,Europe,2018,1.7,2018-01-01
Italy,Europe,2019,0.8,2019-01-01
Italy,Europe,2020,0.6,2020-01-01
Italy,Europe,2021,2.9,2021-01-01
Italy,Europe,2022,4.1,2022-01-01
Italy,Europe,2023,3.3,2023-01-01
Italy,Europe,2024,2.3,2024-01-01
Jamaica,North America,2015,4.7,2015-01-01
Jamaica,North America,2016,4.3,2016-01-01
Jamaica,North America,2017,5.3,2017-01-01
Jamaica,North America,2018,5.6,2018-01-01
Jamaica,North America,2019,5.4,2019-01-01
Jamaica,North America,2020,4.5,2020-01-01
Jamaica,North America,2021,7.0,2021-01-01
Jamaica,North America,2022,8.1,2022-01-01
Jamaica,North America,2023,7.4,2023-01-01
Jamaica,North America,2024,6.6,2024-01-01
Japan,Asia,2015,0.4,2015-01-01
Japan,Asia,2016,0.1,2016-01-01
Japan,Asia,2017,0.7,2017-01-01
Japan,Asia,2018,0.7,2018-01-01
Japan,Asia,2019,0.3,2019-01-01
Japan,Asia,2020,-0.0,2020-01-01
Japan,Asia,2021,1.9,2021-01-01
Japan,Asia,2022,3.2,2022-01-01
Japan,Asia,2023,2.4,2023-01-01
Japan,Asia,2024,1.3,2024-01-01
Jordan,Asia,2015,1.4,2015-01-01
Jordan,Asia,2016,1.6,2016-01-01
Jordan,Asia,2017,1.4,2017-01-01
Jordan,Asia,2018,1.3,2018-01-01
Jordan,Asia,2019,1.0,2019-01-01
Jordan,Asia,2020,0.9,2020-01-01
Jordan,Asia,2021,3.0,2021-01-01
Jordan,Asia,2022,4.1,2022-01-01
Jordan,Asia,2023,3.7,2023-01-01
Jordan,Asia,2024,2.0,2024-01-01
Kazakhstan,Asia,2015,7.2,2015-01-01
Kazakhstan,Asia,2016,7.3,2016-01-01
Kazakhstan,Asia,2017,6.7,2017-01-01
Kazakhstan,Asia,2018,7.3,2018-01-01
Kazakhstan,Asia,2019,6.7,2019-01-01
Kazakhstan,Asia,2020,5.8,2020-01-01
Kazakhstan,Asia,2021,8.9,2021-01-01
Kazakhstan,Asia,2022,11.1,2022-01-01
Kazakhstan,Asia,2023,10.3,2023-01-01
Kazakhstan,Asia,2024,8.4,2024-01-01
Kenya,Africa,2015,6.7,2015-01-01
Kenya,Africa,2016,5.6,2016-01-01
Kenya,Africa,2017,6.8,2017-01-01
Kenya,Africa,2018,6.5,2018-01-01
Kenya,Africa,2019,6.0,2019-01-01
Kenya,Africa,2020,5.3,2020-01-01
Kenya,Africa,2021,9.1,2021-01-01
Kenya,Africa,2022,9.8,2022-01-01
Kenya,Africa,2023,8.2,2023-01-01
Kenya,Africa,2024,7.8,2024-01-01
Kiribati,Oceania,2015,1.9,2015-01-01
Kiribati,Oceania,2016,1.6,2016-01-01
Kiribati,Oceania,2017,2.4,2017-01-01
Kiribati,Oceania,2018,2.4,2018-01-01
Kiribati,Oceania,2019,2.1,2019-01-01
Kiribati,Oceania,2020,1.4,2020-01-01
Kiribati,Oceania,2021,3.6,2021-01-01
Kiribati,Oceania,2022,4.7,2022-01-01
Kiribati,Oceania,2023,3.4,2023-01-01
Kiribati,Oceania,2024,3.3,2024-01-01
Kuwait,Asia,2015,1.8,2015-01-01
Kuwait,Asia,2016,1.3,2016-01-01
Kuwait,Asia,2017,2.1,2017-01-01
Kuwait,Asia,2018,2.4,2018-01-01
Kuwait,Asia,2019,1.8,2019-01-01
Kuwait,Asia,2020,1.6,2020-01-01
Kuwait,Asia,2021,3.2,2021-01-01
Kuwait,Asia,2022,4.5,2022-01-01
Kuwait,Asia,2023,3.7,2023-01-01
Kuwait,Asia,2024,3.1,2024-01-01
Kyrgyzstan,Asia,2015,5.1,2015-01-01
Kyrgyzstan,Asia,2016,4.3,2016-01-01
Kyrgyzstan,Asia,2017,5.4,2017-01-01
Kyrgyzstan,Asia,2018,5.5,2018-01-01
Kyrgyzstan,Asia,2019,4.4,2019-01-01
Kyrgyzstan,Asia,2020,3.6,2020-01-01
Kyrgyzstan,Asia,2021,7.0,2021-01-01
Kyrgyzstan,Asia,2022,8.4,2022-01-01
Kyrgyzstan,Asia,2023,7.5,2023-01-01
Kyrgyzstan,Asia,2024,6.5,2024-01-01
Laos,Asia,2015,5.1,2015-01-01
Laos,Asia,2016,4.9,2016-01-01
Laos,Asia,2017,4.9,2017-01-01
Laos,Asia,2018,5.1,2018-01-01
Laos,Asia,2019,4.7,2019-01-01
Laos,Asia,2020,4.3,2020-01-01
Laos,Asia,2021,7.4,2021-01-01
Laos,Asia,2022,8.4,2022-01-01
Laos,Asia,2023,6.7,2023-01-01
Laos,Asia,2024,6.0,2024-01-01
Latvia,Europe,2015,1.8,2015-01-01
Latvia,Europe,2016,1.6,2016-01-01
Latvia,Europe,2017,2.0,2017-01-01
Latvia,Europe,2018,2.4,2018-01-01
Latvia,Europe,2019,1.9,2019-01-01
Latvia,Europe,2020,1.7,2020-01-01
Latvia,Europe,2021,3.3,2021-01-01
Latvia,Europe,2022,4.4,2022-01-01
Latvia,Europe,2023,4.0,2023-01-01
Latvia,Europe,2024,2.7,2024-01-01
Lebanon,Asia,2015,15.4,2015-01-01
Lebanon,Asia,2016,14.7,2016-01-01
Lebanon,Asia,2017,15.1,2017-01-01
Lebanon,Asia,2018,16.9,2018-01-01
Lebanon,Asia,2019,14.4,2019-01-01
Lebanon,Asia,2020,16.1,2020-01-01
Lebanon,Asia,2021,16.8,2021-01-01
Lebanon,Asia,2022,17.4,2022-01-01
Lebanon,Asia,2023,17.6,2023-01-01
Lebanon,Asia,2024,15.5,2024-01-01
Lesotho,Africa,2015,4.8,2015-01-01
Lesotho,Africa,2016,4.7,2016-01-01
Lesotho,Africa,2017,5.4,2017-01-01
Lesotho,Africa,2018,5.3,2018-01-01
Lesotho,Africa,2019,5.3,2019-01-01
Lesotho,Africa,2020,4.5,2020-01-01
Lesotho,Africa,2021,7.4,2021-01-01
Lesotho,Africa,2022,8.7,2022-01-01
Lesotho,Africa,2023,7.9,2023-01-01
Lesotho,Africa,2024,5.9,2024-01-01
Liberia,Africa,2015,7.8,2015-01-01
Liberia,Africa,2016,7.2,2016-01-01
Liberia,Africa,2017,8.3,2017-01-01
Liberia,Africa,2018,8.2,2018-01-01
Liberia,Africa,2019,7.9,2019-01-01
Liberia,Africa,2020,8.1,2020-01-01
Liberia,Africa,2021,9.9,2021-01-01
Liberia,Africa,2022,11.7,2022-01-01
Liberia,Africa,2023,10.4,2023-01-01
Liberia,Africa,2024,9.5,2024-01-01
Libya,Africa,2015,5.0,2015-01-01
Libya,Africa,2016,4.7,2016-01-01
Libya,Africa,2017,5.5,2017-01-01
Libya,Africa,2018,6.0,2018-01-01
Libya,Africa,2019,5.1,2019-01-01
Libya,Africa,2020,4.4,2020-01-01
Libya,Africa,2021,6.7,2021-01-01
Libya,Africa,2022,8.5,2022-01-01
Libya,Africa,2023,7.8,2023-01-01
Libya,Africa,2024,6.8,2024-01-01
Lithuania,Europe,2015,2.1,2015-01-01
Lithuania,Europe,2016,1.9,2016-01-01
Lithuania,Europe,2017,2.3,2017-01-01
Lithuania,Europe,2018,2.7,2018-01-01
Lithuania,Europe,2019,2.1,2019-01-01
Lithuania,Europe,2020,1.3,2020-01-01
Lithuania,Europe,2021,3.6,2021-01-01
Lithuania,Europe,2022,3.9,2022-01-01
Lithuania,Europe,2023,4.0,2023-01-01
Lithuania,Europe,2024,2.2,2024-01-01
Luxembourg,Europe,2015,1.1,2015-01-01
Luxembourg,Europe,2016,1.3,2016-01-01
Luxembourg,Europe,2017,1.8,2017-01-01
Luxembourg,Europe,2018,1.6,2018-01-01
Luxembourg,Europe,2019,1.3,2019-01-01
Luxembourg,Europe,2020,1.2,2020-01-01
Luxembourg,Europe,2021,2.9,2021-01-01
Luxembourg,Europe,2022,4.7,2022-01-01
Luxembourg,Europe,2023,3.4,2023-01-01
Luxembourg,Europe,2024,2.7,2024-01-01
Madagascar,Africa,2015,7.7,2015-01-01
Madagascar,Africa,2016,6.7,2016-01-01
Madagascar,Africa,2017,6.8,2017-01-01
Madagascar,Africa,2018,7.5,2018-01-01
Madagascar,Africa,2019,7.0,2019-01-01
Madagascar,Africa,2020,5.6,2020-01-01
Madagascar,Africa,2021,8.9,2021-01-01
Madagascar,Africa,2022,10.2,2022-01-01
Madagascar,Africa,2023,9.9,2023-01-01
Madagascar,Africa,2024,8.5,2024-01-01
Malawi,Africa,2015,11.8,2015-01-01
Malawi,Africa,2016,11.5,2016-01-01
Malawi,Africa,2017,12.4,2017-01-01
Malawi,Africa,2018,12.9,2018-01-01
Malawi,Africa,2019,11.3,2019-01-01
Malawi,Africa,2020,10.5,2020-01-01
Malawi,Africa,2021,14.8,2021-01-01
Malawi,Africa,2022,15.2,2022-01-01
Malawi,Africa,2023,13.5,2023-01-01
Malawi,Africa,2024,13.8,2024-01-01
Malaysia,Asia,2015,2.1,2015-01-01
Malaysia,Asia,2016,1.3,2016-01-01
Malaysia,Asia,2017,2.2,2017-01-01
Malaysia,Asia,2018,2.6,2018-01-01
Malaysia,Asia,2019,2.1,2019-01-01
Malaysia,Asia,2020,1.6,2020-01-01
Malaysia,Asia,2021,3.1,2021-01-01
Malaysia,Asia,2022,4.7,2022-01-01
Malaysia,Asia,2023,3.8,2023-01-01
Malaysia,Asia,2024,3.0,2024-01-01
Maldives,Asia,2015,2.7,2015-01-01
Maldives,Asia,2016,2.6,2016-01-01
Maldives,Asia,2017,3.1,2017-01-01
Maldives,Asia,2018,3.2,2018-01-01
Maldives,Asia,2019,2.5,2019-01-01
Maldives,Asia,2020,2.0,2020-01-01
Maldives,Asia,2021,4.2,2021-01-01
Maldives,Asia,2022,5.2,2022-01-01
Maldives,Asia,2023,4.4,2023-01-01
Maldives,Asia,2024,3.8,2024-01-01
Mali,Africa,2015,2.0,2015-01-01
Mali,Africa,2016,1.5,2016-01-01
Mali,Africa,2017,2.0,2017-01-01
Mali,Africa,2018,2.5,2018-01-01
Mali,Africa,2019,2.0,2019-01-01
Mali,Africa,2020,1.5,2020-01-01
Mali,Africa,2021,3.7,2021-01-01
Mali,Africa,2022,4.5,2022-01-01
Mali,Africa,2023,4.1,2023-01-01
Mali,Africa,2024,3.2,2024-01-01
Malta,Europe,2015,1.7,2015-01-01
Malta,Europe,2016,2.1,2016-01-01
Malta,Europe,2017,2.0,2017-01-01
Malta,Europe,2018,2.0,2018-01-01
Malta,Europe,2019,1.7,2019-01-01
Malta,Europe,2020,1.1,2020-01-01
Malta,Europe,2021,3.5,2021-01-01
Malta,Europe,2022,4.6,2022-01-01
Malta,Europe,2023,3.8,2023-01-01
Malta,Europe,2024,3.3,2024-01-01
Marshall Islands,Oceania,2015,3.1,2015-01-01
Marshall Islands,Oceania,2016,2.7,2016-01-01
Marshall Islands,Oceania,2017,3.3,2017-01-01
Marshall Islands,Oceania,2018,3.7,2018-01-01
Marshall Islands,Oceania,2019,2.5,2019-01-01
Marshall Islands,Oceania,2020,2.1,2020-01-01
Marshall Islands,Oceania,2021,4.5,2021-01-01
Marshall Islands,Oceania,2022,6.5,2022-01-01
Marshall Islands,Oceania,2023,5.5,2023-01-01
Marshall Islands,Oceania,2024,4.8,2024-01-01
Mauritania,Africa,2015,3.3,2015-01-01
Mauritania,Africa,2016,2.7,2016-01-01
Mauritania,Africa,2017,3.1,2017-01-01
Mauritania,Africa,2018,3.6,2018-01-01
Mauritania,Africa,2019,2.9,2019-01-01
Mauritania,Africa,2020,2.2,2020-01-01
Mauritania,Africa,2021,5.2,2021-01-01
Mauritania,Africa,2022,6.4,2022-01-01
Mauritania,Africa,2023,5.7,2023-01-01
Mauritania,Africa,2024,4.7,2024-01-01
Mauritius,Africa,2015,2.3,2015-01-01
Mauritius,Africa,2016,2.4,2016-01-01
Mauritius,Africa,2017,2.8,2017-01-01
Mauritius,Africa,2018,2.9,2018-01-01
Mauritius,Africa,2019,2.3,2019-01-01
Mauritius,Africa,2020,1.7,2020-01-01
Mauritius,Africa,2021,3.9,2021-01-01
Mauritius,Africa,2022,5.3,2022-01-01
Mauritius,Africa,2023,4.1,2023-01-01
Mauritius,Africa,2024,3.7,2024-01-01
Mexico,North America,2015,3.7,2015-01-01
Mexico,North America,2016,3.5,2016-01-01
Mexico,North America,2017,4.2,2017-01-01
Mexico,North America,2018,5.1,2018-01-01
Mexico,North America,2019,3.7,2019-01-01
Mexico,North America,2020,3.6,2020-01-01
Mexico,North America,2021,6.0,2021-01-01
Mexico,North America,2022,7.6,2022-01-01
Mexico,North America,2023,6.5,2023-01-01
Mexico,North America,2024,5.6,2024-01-01
Micronesia,Oceania,2015,1.5,2015-01-01
Micronesia,Oceania,2016,1.6,2016-01-01
Micronesia,Oceania,2017,1.5,2017-01-01
Micronesia,Oceania,2018,2.2,2018-01-01
Micronesia,Oceania,2019,1.3,2019-01-01
Micronesia,Oceania,2020,0.9,2020-01-01
Micronesia,Oceania,2021,2.7,2021-01-01
Micronesia,Oceania,2022,4.2,2022-01-01
Micronesia,Oceania,2023,3.7,2023-01-01
Micronesia,Oceania,2024,2.6,2024-01-01
Moldova,Europe,2015,5.9,2015-01-01
Moldova,Europe,2016,5.2,2016-01-01
Moldova,Europe,2017,6.1,2017-01-01
Moldova,Europe,2018,5.9,2018-01-01
Moldova,Europe,2019,5.7,2019-01-01
Moldova,Europe,2020,5.3,2020-01-01
Moldova,Europe,2021,8.5,2021-01-01
Moldova,Europe,2022,10.5,2022-01-01
Moldova,Europe,2023,8.3,2023-01-01
Moldova,Europe,2024,8.0,2024-01-01
Mongolia,Asia,2015,7.1,2015-01-01
Mongolia,Asia,2016,6.5,2016-01-01
Mongolia,Asia,2017,7.4,2017-01-01
Mongolia,Asia,2018,7.5,2018-01-01
Mongolia,Asia,2019,7.0,2019-01-01
Mongolia,Asia,2020,6.0,2020-01-01
Mongolia,Asia,2021,8.4,2021-01-01
Mongolia,Asia,2022,9.9,2022-01-01
Mongolia,Asia,2023,9.8,2023-01-01
Mongolia,Asia,2024,8.4,2024-01-01
Montenegro,Europe,2015,1.4,2015-01-01
Montenegro,Europe,2016,1.2,2016-01-01
Montenegro,Europe,2017,1.8,2017-01-01
Montenegro,Europe,2018,1.9,2018-01-01
Montenegro,Europe,2019,1.3,2019-01-01
Montenegro,Europe,2020,1.2,2020-01-01
Montenegro,Europe,2021,3.4,2021-01-01
Montenegro,Europe,2022,4.2,2022-01-01
Montenegro,Europe,2023,3.6,2023-01-01
Montenegro,Europe,2024,2.9,2024-01-01
Morocco,Africa,2015,1.8,2015-01-01
Morocco,Africa,2016,1.4,2016-01-01
Morocco,Africa,2017,1.8,2017-01-01
Morocco,Africa,2018,2.0,2018-01-01
Morocco,Africa,2019,1.2,2019-01-01
Morocco,Africa,2020,1.1,2020-01-01
Morocco,Africa,2021,2.7,2021-01-01
Morocco,Africa,2022,3.9,2022-01-01
Morocco,Africa,2023,3.7,2023-01-01
Morocco,Africa,2024,2.8,2024-01-01
Mozambique,Africa,2015,8.7,2015-01-01
Mozambique,Africa,2016,7.5,2016-01-01
Mozambique,Africa,2017,7.6,2017-01-01
Mozambique,Africa,2018,8.4,2018-01-01
Mozambique,Africa,2019,8.0,2019-01-01
Mozambique,Africa,2020,7.2,2020-01-01
Mozambique,Africa,2021,10.5,2021-01-01
Mozambique,Africa,2022,11.3,2022-01-01
Mozambique,Africa,2023,10.7,2023-01-01
Mozambique,Africa,2024,9.0,2024-01-01
Myanmar,Asia,2015,7.2,2015-01-01
Myanmar,Asia,2016,6.6,2016-01-01
Myanmar,Asia,2017,6.9,2017-01-01
Myanmar,Asia,2018,7.4,2018-01-01
Myanmar,Asia,2019,6.9,2019-01-01
Myanmar,Asia,2020,6.1,2020-01-01
Myanmar,Asia,2021,9.7,2021-01-01
Myanmar,Asia,2022,10.5,2022-01-01
Myanmar,Asia,2023,9.4,2023-01-01
Myanmar,Asia,2024,7.6,2024-01-01
Namibia,Africa,2015,4.7,2015-01-01
Namibia,Africa,2016,4.5,2016-01-01
Namibia,Africa,2017,5.0,2017-01-01
Namibia,Africa,2018,5.9,2018-01-01
Namibia,Africa,2019,5.0,2019-01-01
Namibia,Africa,2020,4.6,2020-01-01
Namibia,Africa,2021,7.0,2021-01-01
Namibia,Africa,2022,8.5,2022-01-01
Namibia,Africa,2023,7.5,2023-01-01
Namibia,Africa,2024,6.5,2024-01-01
Nauru,Oceania,2015,3.4,2015-01-01
Nauru,Oceania,2016,2.0,2016-01-01
Nauru,Oceania,2017,2.7,2017-01-01
Nauru,Oceania,2018,3.4,2018-01-01
Nauru,Oceania,2019,3.0,2019-01-01
Nauru,Oceania,2020,2.4,2020-01-01
Nauru,Oceania,2021,5.1,2021-01-01
Nauru,Oceania,2022,6.4,2022-01-01
Nauru,Oceania,2023,5.8,2023-01-01
Nauru,Oceania,2024,4.8,2024-01-01
Nepal,Asia,2015,6.1,2015-01-01
Nepal,Asia,2016,5.9,2016-01-01
Nepal,Asia,2017,6.3,2017-01-01
Nepal,Asia,2018,6.3,2018-01-01
Nepal,Asia,2019,6.3,2019-01-01
Nepal,Asia,2020,5.2,2020-01-01
Nepal,Asia,2021,8.0,2021-01-01
Nepal,Asia,2022,10.0,2022-01-01
Nepal,Asia,2023,7.6,2023-01-01
Nepal,Asia,2024,7.0,2024-01-01
Netherlands,Europe,2015,1.2,2015-01-01
Netherlands,Europe,2016,1.1,2016-01-01
Netherlands,Europe,2017,1.6,2017-01-01
Netherlands,Europe,2018,1.5,2018-01-01
Netherlands,Europe,2019,1.3,2019-01-01
Netherlands,Europe,2020,0.7,2020-01-01
Netherlands,Europe,2021,3.6,2021-01-01
Netherlands,Europe,2022,4.6,2022-01-01
Netherlands,Europe,2023,3.3,2023-01-01
Netherlands,Europe,2024,2.5,2024-01-01
New Zealand,Oceania,2015,1.7,2015-01-01
New Zealand,Oceania,2016,1.2,2016-01-01
New Zealand,Oceania,2017,2.1,2017-01-01
New Zealand,Oceania,2018,2.1,2018-01-01
New Zealand,Oceania,2019,2.0,2019-01-01
New Zealand,Oceania,2020,1.0,2020-01-01
New Zealand,Oceania,2021,3.3,2021-01-01
New Zealand,Oceania,2022,4.7,2022-01-01
New Zealand,Oceania,2023,4.0,2023-01-01
New Zealand,Oceania,2024,3.2,2024-01-01
Nicaragua,North America,2015,4.6,2015-01-01
Nicaragua,North America,2016,4.9,2016-01-01
Nicaragua,North America,2017,5.0,2017-01-01
Nicaragua,North America,2018,5.7,2018-01-01
Nicaragua,North America,2019,5.0,2019-01-01
